ref_period_width,trade_period_width,number_of_parameters,mean,simulation_period_to,position_id_1,position_id_2
50,50,1,0.0010626922863021145,2011,10,19
12,12,1,0.0008310167506753986,2011,10,19
50,50,1,0.0009103245269260415,2011,10,23
150,5,1,0.000825099742127897,2011,11,21
12,12,1,0.0009982693222053737,2011,12,21
150,25,1,0.0008423890742761276,2011,14,21
12,12,1,0.0010235800033408249,2011,17,21
150,12,1,0.0008010825613862962,2011,18,18
150,25,1,0.0008361084921082992,2011,18,21
100,5,1,0.0010147046830405995,2011,19,21
150,12,1,0.000942367468451997,2011,21,21
100,5,1,0.0009258950106001847,2011,21,21
150,25,1,0.0008479816120871745,2011,21,21
150,5,1,0.0008387846827547624,2011,21,21
100,5,1,0.001017575771617426,2011,21,22
12,12,1,0.0009982693222053737,2011,21,24
150,5,1,0.000825099742127897,2011,21,25
50,50,1,0.0008530666625727858,2012,0,10
12,12,1,0.000818865429595392,2012,0,10
100,5,1,0.0009103744294852644,2012,1,9
50,50,1,0.0008756521879823544,2012,1,10
100,5,1,0.0009103744294852644,2012,1,21
12,12,1,0.0009545251947444677,2012,3,9
12,12,1,0.0009545251947444677,2012,3,21
50,50,1,0.0008503964794319852,2012,4,10
150,50,1,0.0008364591487612127,2012,6,10
12,5,1,0.0008403978295219289,2012,7,9
12,5,1,0.0008403978295219289,2012,7,21
100,5,1,0.0009129514909186808,2012,8,9
100,5,1,0.0009129514909186808,2012,8,21
100,5,1,0.0008306597234995908,2012,9,9
12,12,1,0.0008991178331043203,2012,9,12
12,12,1,0.0009545251947444677,2012,9,17
100,5,1,0.0009103744294852644,2012,9,19
100,5,1,0.0008306597234995908,2012,9,21
100,5,1,0.0009129514909186808,2012,9,22
12,12,1,0.0008991178331043203,2012,9,24
12,12,1,0.0009371272699967225,2012,10,10
50,50,1,0.0008379882706704252,2012,10,10
150,50,1,0.0008364591487612127,2012,10,14
50,50,1,0.0008503964794319852,2012,10,16
50,50,1,0.0008756521879823544,2012,10,19
50,50,1,0.0008501727141131939,2012,10,23
12,12,1,0.0008991178331043203,2012,12,21
12,12,1,0.0009545251947444677,2012,17,21
100,5,1,0.0009103744294852644,2012,19,21
100,5,1,0.0008306597234995908,2012,21,21
100,5,1,0.0009129514909186808,2012,21,22
12,12,1,0.0008991178331043203,2012,21,24
12,12,1,0.0008430291611274123,2013,3,9
